Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.33;0.26;0.33;0.24;0.20;0.52;0.56;0.26;0.29;0.52;0.59;0.40;3.07
Price/Earnings;10.98;44.60;—;118.74;—;—;20.94;3.95;10.79;—;11.12;23.96;25.84
Price/Cash Flow;16.41;3.05;22.17;4.31;2.68;7.05;9.39;3.86;4.23;7.09;11.66;6.72;17.36
Price/Book;1.05;0.74;1.12;0.78;0.72;1.39;1.71;0.87;0.84;1.29;1.68;1.16;4.27
Price/Forward Earnings;8.42;13.26;15.72;28.41;60.98;23.70;15.08;9.50;13.39;44.25;—;22.18;—
PEG Ratio;0.73;1.59;0.23;0.89;6.11;6.58;—;—;—;1.59;—;—;—
Earnings Yield %;9.11;2.24;-32.32;0.84;-48.92;-2.57;4.78;25.34;9.27;-0.47;9.00;7.45;—
Enterprise Value (Bil);1.62;1.13;1.24;0.90;0.59;0.86;1.05;0.69;0.68;1.11;1.61;0.89;—
Enterprise Value/EBIT;9.26;27.07;—;41.69;—;—;18.48;4.54;8.06;164.54;9.31;22.60;—
Enterprise Value/EBITDA;6.38;9.08;—;8.91;—;17.90;9.84;3.42;4.94;17.06;6.95;8.99;—
