Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.88;4.42;4.32;3.91;3.10;3.45;3.72;3.12;4.01;5.05;5.30;3.79;3.07
Price/Earnings;38.59;32.85;31.46;29.73;22.93;27.31;29.09;20.43;27.17;33.45;34.74;26.73;25.84
Price/Cash Flow;48.02;34.98;33.47;32.62;21.09;25.83;27.09;24.04;27.59;27.20;26.61;25.64;17.36
Price/Book;9.14;8.87;8.06;7.40;6.63;7.12;7.76;6.46;8.20;9.72;10.81;7.79;4.27
Price/Forward Earnings;31.45;27.70;26.95;25.00;21.69;26.04;25.06;18.28;24.81;31.25;33.44;25.03;—
PEG Ratio;1.57;1.63;1.71;1.55;2.01;2.88;2.01;1.14;2.64;3.06;3.23;2.35;—
Earnings Yield %;2.59;3.04;3.18;3.36;4.36;3.66;3.44;4.90;3.68;2.99;2.88;3.81;—
Enterprise Value (Bil);12.74;13.75;14.01;14.06;12.02;13.88;16.02;15.21;21.71;28.36;30.46;18.92;—
Enterprise Value/EBIT;23.54;20.43;19.63;18.59;14.33;17.50;18.60;15.69;20.63;25.39;26.46;19.19;—
Enterprise Value/EBITDA;21.80;18.91;18.06;17.00;13.09;15.53;16.26;13.78;18.11;22.24;23.13;16.85;—
