Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.47;3.08;3.64;3.26;3.09;2.58;2.95;2.35;2.12;2.67;2.19;2.56;3.07
Price/Earnings;23.56;21.48;25.96;22.95;23.54;21.89;21.99;25.80;16.81;30.35;24.12;23.65;25.84
Price/Cash Flow;20.36;19.27;24.02;19.48;20.59;19.97;19.79;13.66;15.55;13.38;12.38;16.51;17.36
Price/Book;4.95;4.59;5.43;4.35;4.14;3.31;3.80;3.34;3.18;3.90;3.28;3.57;4.27
Price/Forward Earnings;18.69;18.21;20.12;18.25;17.01;15.31;16.37;12.74;14.95;20.92;17.36;16.62;—
PEG Ratio;0.89;1.07;1.16;1.09;1.14;1.42;1.14;0.88;1.68;2.73;1.60;1.53;—
Earnings Yield %;4.25;4.66;3.85;4.36;4.25;4.57;4.55;3.88;5.95;3.29;4.15;4.43;—
Enterprise Value (Bil);17.14;19.43;27.32;27.47;33.45;30.03;37.99;32.59;32.59;42.34;35.81;35.80;—
Enterprise Value/EBIT;15.97;14.27;17.22;14.82;15.91;12.64;15.05;11.99;11.81;18.55;15.77;14.24;—
Enterprise Value/EBITDA;14.37;12.80;15.53;13.42;13.89;10.95;12.89;10.16;9.92;14.98;12.63;11.97;—
