Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.19;5.33;5.64;6.58;11.71;13.71;10.39;6.25;9.44;18.62;2.65;13.88;3.07
Price/Earnings;7.77;8.05;7.31;7.53;11.83;19.49;11.24;9.60;9.10;879.50;3.03;62.58;25.84
Price/Cash Flow;—;—;—;—;—;—;2.89;—;—;—;2.81;—;17.36
Price/Book;0.89;1.24;1.08;0.99;0.74;0.81;0.75;0.90;1.16;0.87;1.00;0.92;4.27
Price/Forward Earnings;6.13;7.39;7.34;8.14;—;8.80;—;10.64;10.56;7.65;7.64;10.13;—
PEG Ratio;0.54;0.65;0.65;0.72;—;—;—;—;—;—;—;—;—
Earnings Yield %;12.88;12.42;13.68;13.28;8.45;5.13;8.90;10.42;10.99;0.11;33.00;6.73;—
Enterprise Value (Bil);0.16;1.49;2.27;1.99;2.19;2.16;2.04;2.44;4.40;4.08;5.92;3.09;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;7.38;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;5.75;—;—
