Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.05;18.63;2.11;1.52;1.28;1.49;12.67;3.09;7.85;46.12;40.31;12.54;1.76
Price/Earnings;—;0.09;—;21.59;—;—;—;54.28;5.06;53.73;50.19;32.98;17.62
Price/Cash Flow;0.32;172.83;39.80;—;—;—;261.74;8.55;14.84;41.34;74.64;52.29;9.46
Price/Book;—;1.30;1.78;1.38;2.14;3.99;3.94;0.65;3.70;12.95;4.46;4.57;2.05
Price/Forward Earnings;1.30;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.19;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-3,731.61;—;—;—;—;-25.85;-4.40;—;—;—;1.99;-3.52;—
Enterprise Value (Mil);243.20;—;—;—;—;676.85;601.20;—;—;—;839.60;554.48;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;34.98;3.89;—
Enterprise Value/EBITDA;0.50;—;—;—;—;—;—;—;—;—;34.98;3.20;—
