Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;0.96;1.77;1.87;2.22;2.07;2.13;2.23;3.19;3.14;2.86;2.49;3.07
Price/Earnings;—;59.00;37.98;36.36;40.92;22.08;22.18;36.70;28.70;284.16;276.67;42.13;25.84
Price/Cash Flow;9.41;6.69;13.06;12.09;16.18;19.67;12.09;24.59;15.15;21.50;50.40;18.91;17.36
Price/Book;1.77;2.21;3.97;3.89;4.82;4.10;3.72;4.50;5.91;5.85;5.23;4.77;4.27
Price/Forward Earnings;11.40;14.53;21.65;18.42;18.87;15.67;—;15.11;—;—;17.95;18.13;—
PEG Ratio;0.81;0.97;1.44;1.23;—;—;—;1.01;—;—;—;—;—
Earnings Yield %;-3.68;1.69;2.63;2.75;2.44;4.53;4.51;2.73;3.48;0.35;-0.19;3.18;—
Enterprise Value (Bil);1.07;1.27;2.43;2.76;3.78;3.66;4.12;5.06;8.26;7.52;7.19;5.60;—
Enterprise Value/EBIT;90.19;19.02;22.28;22.58;22.87;14.07;13.84;16.49;19.75;76.24;189.20;33.74;—
Enterprise Value/EBITDA;14.98;9.71;13.97;14.43;16.04;10.85;10.60;12.31;15.65;33.94;42.94;16.52;—
