Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.83;2.13;2.25;2.31;2.59;2.73;2.84;3.42;4.18;4.65;3.94;3.51;3.07
Price/Earnings;18.07;20.90;22.60;23.36;27.78;25.78;28.31;20.60;32.39;33.84;31.53;27.73;25.84
Price/Cash Flow;19.92;18.75;21.65;19.07;20.34;20.12;20.30;20.51;24.53;23.83;25.95;21.59;17.36
Price/Book;4.19;5.01;5.07;4.88;6.23;6.65;5.30;5.93;6.50;6.49;5.44;6.14;4.27
Price/Forward Earnings;16.26;17.30;19.46;20.58;22.57;22.73;22.42;25.64;30.21;32.68;29.67;26.98;—
PEG Ratio;1.91;1.80;2.07;2.50;3.43;2.58;2.31;2.89;4.84;1.92;4.61;3.10;—
Earnings Yield %;5.53;4.79;4.43;4.28;3.60;3.88;3.53;4.85;3.09;2.96;3.17;3.76;—
Enterprise Value (Bil);7.91;9.52;10.27;10.82;12.27;13.16;18.56;23.31;27.06;29.47;28.69;22.01;—
Enterprise Value/EBIT;14.57;16.39;17.74;18.69;22.87;20.68;28.82;26.46;27.59;28.23;27.61;25.63;—
Enterprise Value/EBITDA;12.34;13.93;15.06;15.77;19.18;17.64;24.42;22.67;23.78;24.39;23.62;21.95;—
