Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;0.49;0.58;0.51;0.66;0.99;0.94;0.77;0.81;0.87;1.01;0.85;1.50
Price/Earnings;7.22;8.26;10.95;9.36;112.79;32.39;17.34;12.55;15.35;—;12.46;18.23;24.83
Price/Cash Flow;4.31;3.94;5.02;4.07;4.63;8.54;6.55;6.05;5.04;7.21;6.34;6.32;11.13
Price/Book;1.36;1.27;1.43;1.23;1.15;1.28;1.26;1.18;1.25;1.13;1.11;1.17;1.87
Price/Forward Earnings;7.40;6.91;8.24;9.77;12.89;12.56;13.32;8.55;10.16;16.86;9.70;13.96;—
PEG Ratio;3.29;1.47;—;61.06;—;0.58;1.05;0.61;1.26;8.97;—;2.54;—
Earnings Yield %;13.85;12.10;9.14;10.69;0.89;3.09;5.77;7.97;6.51;-5.18;-3.65;4.23;—
Enterprise Value (Bil);101.32;108.98;118.71;125.73;125.26;146.18;133.03;145.95;155.97;126.06;133.48;138.61;—
Enterprise Value/EBIT;3.75;4.48;5.71;5.65;38.66;41.13;13.67;8.75;10.09;—;114.26;22.72;—
Enterprise Value/EBITDA;2.80;3.13;3.82;3.78;5.29;7.21;5.80;4.77;5.19;7.35;7.09;5.82;—
