Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.33;0.46;0.48;0.55;0.36;0.49;0.69;0.25;0.31;0.40;0.46;0.40;3.07
Price/Earnings;22.92;11.15;327.00;14.59;6.30;35.15;6.72;9.15;11.03;195.20;209.90;25.30;25.84
Price/Cash Flow;9.36;9.89;6.28;6.22;5.05;8.74;8.32;4.66;4.27;5.20;7.41;5.90;17.36
Price/Book;1.79;2.12;3.50;2.94;2.18;3.53;3.91;1.59;1.46;1.66;1.92;2.23;4.27
Price/Forward Earnings;6.40;7.05;11.83;10.01;7.05;10.29;10.49;4.24;5.91;8.67;10.29;8.96;—
PEG Ratio;—;0.40;0.67;0.81;—;—;—;—;0.84;—;—;—;—
Earnings Yield %;4.36;8.97;0.31;6.85;15.87;2.85;14.87;10.93;9.07;0.51;-0.55;9.27;—
Enterprise Value (Bil);2.54;2.85;3.68;3.95;2.70;3.54;5.83;3.41;4.84;4.91;5.59;4.39;—
Enterprise Value/EBIT;8.05;6.37;8.33;7.97;8.72;9.30;14.33;6.07;15.47;38.08;30.04;15.49;—
Enterprise Value/EBITDA;4.08;3.93;5.27;5.41;5.47;6.32;9.33;4.17;7.63;9.97;10.03;7.17;—
