Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.12;4.24;4.49;5.10;4.47;4.64;5.69;6.82;8.31;10.24;11.73;7.01;3.07
Price/Earnings;18.01;20.99;21.70;23.26;21.83;25.33;34.43;49.08;53.44;45.61;79.19;42.12;25.84
Price/Cash Flow;12.68;17.17;16.59;20.79;18.27;17.25;28.67;35.74;39.13;39.56;43.16;31.95;17.36
Price/Book;2.37;3.40;3.94;4.76;5.15;4.96;5.90;8.59;10.58;11.55;13.31;8.14;4.27
Price/Forward Earnings;14.08;35.34;27.32;48.31;20.28;20.58;27.78;29.85;41.32;43.67;46.51;31.84;—
PEG Ratio;0.97;3.53;2.03;4.63;1.93;1.77;2.07;2.96;4.19;5.66;5.66;3.24;—
Earnings Yield %;5.55;4.76;4.61;4.30;4.58;3.95;2.90;2.04;1.87;2.19;1.26;2.54;—
Enterprise Value (Bil);3.26;5.30;6.05;7.36;7.19;9.14;12.23;16.61;23.54;31.70;36.71;18.43;—
Enterprise Value/EBIT;12.52;13.91;14.83;16.93;16.17;20.45;26.35;28.85;41.01;37.98;41.51;30.21;—
Enterprise Value/EBITDA;9.71;11.49;12.46;14.46;13.89;16.83;21.16;23.84;31.89;31.02;34.12;24.41;—
