Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.71;0.97;1.32;0.73;0.55;—;0.55;0.66;0.96;0.83;0.99;0.66;3.01
Price/Earnings;16.99;14.87;21.15;13.27;9.97;—;—;—;79.65;20.75;19.49;37.18;25.53
Price/Cash Flow;11.69;11.72;15.25;15.21;11.43;—;11.21;10.17;16.96;5.16;7.38;10.28;17.03
Price/Book;1.61;1.93;2.54;1.28;0.96;—;1.18;—;—;25.99;20.14;17.52;4.19
Price/Forward Earnings;10.63;11.76;12.55;—;—;—;—;—;—;—;7.39;—;—
PEG Ratio;0.85;0.92;0.98;—;—;—;—;—;—;—;0.58;—;—
Earnings Yield %;5.89;6.69;4.73;7.53;10.03;—;-0.57;-13.03;1.26;4.82;5.13;-2.29;—
Enterprise Value (Bil);1.11;1.47;1.88;1.31;1.12;—;1.09;1.15;1.60;1.35;1.56;1.09;—
Enterprise Value/EBIT;11.93;11.38;14.55;11.20;9.55;—;39.92;—;26.45;19.60;18.94;24.72;—
Enterprise Value/EBITDA;9.13;8.98;11.29;8.29;7.07;—;16.45;54.87;12.92;12.94;13.41;24.56;—
