Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.37;0.46;0.50;0.47;0.60;0.52;0.36;0.39;0.40;0.65;0.46;1.89
Price/Earnings;4.45;—;—;20.13;30.10;26.20;13.07;11.75;34.24;93.33;16.78;29.94;18.67
Price/Cash Flow;7.12;2.95;4.53;6.14;4.83;4.03;7.18;6.75;4.29;3.07;4.83;5.24;10.50
Price/Book;0.90;0.91;1.08;1.07;1.10;1.60;1.46;0.82;1.05;1.13;1.50;1.20;1.64
Price/Forward Earnings;11.24;8.22;36.76;11.29;12.29;12.33;10.75;8.39;10.08;8.46;10.99;10.94;—
PEG Ratio;11.24;0.25;1.11;0.34;—;—;—;—;—;—;—;—;—
Earnings Yield %;22.47;-15.09;-5.84;4.97;3.32;3.82;7.65;8.51;2.92;1.07;5.96;4.78;—
Enterprise Value (Bil);2.32;2.03;2.30;2.18;2.69;3.36;3.31;2.56;2.77;2.51;2.79;2.86;—
Enterprise Value/EBIT;4.31;—;53.60;13.50;17.58;17.84;11.11;10.14;19.93;25.75;12.14;15.82;—
Enterprise Value/EBITDA;4.31;10.92;53.60;13.50;17.58;17.84;11.11;10.14;19.93;25.75;6.35;13.22;—
