Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.47;0.60;1.18;0.82;0.60;0.87;0.63;0.42;0.14;0.38;0.24;0.48;3.07
Price/Earnings;7.52;4.50;13.32;75.47;—;—;48.82;9.10;—;—;34.65;28.13;25.84
Price/Cash Flow;5.94;4.02;9.85;14.33;20.20;386.46;42.51;97.38;—;12.30;2.76;93.45;17.36
Price/Book;3.68;1.12;1.44;1.39;1.13;1.61;1.50;1.28;0.53;1.34;1.79;1.39;4.27
Price/Forward Earnings;8.08;5.61;19.12;35.34;29.24;50.76;15.65;9.74;2.94;11.85;—;29.49;—
PEG Ratio;0.37;0.37;1.27;2.36;1.95;5.07;1.04;0.65;0.20;0.59;—;2.17;—
Earnings Yield %;13.30;22.23;7.51;1.33;-19.97;-4.84;2.05;10.98;-77.18;-10.76;-68.98;-21.97;—
Enterprise Value (Mil);931.16;189.46;352.26;295.43;105.74;197.33;58.66;40.14;14.63;100.62;86.92;70.67;—
Enterprise Value/EBIT;3.27;0.93;3.07;40.77;8.59;11.71;2.85;2.31;—;—;1.45;7.99;—
Enterprise Value/EBITDA;3.15;0.86;2.61;9.54;3.19;6.35;1.93;1.63;—;33.19;1.23;3.43;—
