Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.18;1.50;1.56;1.51;1.53;2.03;3.01;3.50;1.82;3.20;3.67;2.79;3.07
Price/Earnings;19.97;30.22;65.58;36.10;31.51;63.10;73.22;74.41;94.61;—;909.71;141.37;25.84
Price/Cash Flow;9.66;12.62;13.92;15.20;10.45;24.30;34.51;35.82;23.61;19.84;20.73;29.21;17.36
Price/Book;1.60;1.55;1.70;1.78;1.79;2.43;3.26;3.32;1.82;3.31;3.65;2.95;4.27
Price/Forward Earnings;15.17;14.86;19.84;—;19.27;23.64;28.82;28.01;19.88;30.86;36.23;29.35;—
PEG Ratio;1.05;1.38;1.84;—;1.28;1.58;2.88;1.89;1.73;2.68;3.15;2.45;—
Earnings Yield %;5.01;3.31;1.52;2.77;3.17;1.58;1.37;1.34;1.06;-0.97;0.11;0.90;—
Enterprise Value (Bil);0.56;0.82;0.92;0.99;1.03;1.49;2.42;3.22;2.21;3.48;3.91;2.68;—
Enterprise Value/EBIT;16.90;29.00;48.09;26.67;23.54;49.91;56.57;55.09;65.09;—;397.07;104.02;—
Enterprise Value/EBITDA;10.87;16.13;18.78;13.66;12.75;20.97;25.67;26.17;16.90;41.65;34.08;49.60;—
