Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.15;0.29;0.44;0.53;0.44;0.55;0.52;0.42;0.33;0.26;0.43;0.37;3.07
Price/Earnings;20.70;47.10;27.06;19.37;13.68;17.01;23.91;13.32;—;—;6.66;16.17;25.84
Price/Cash Flow;8.71;4.18;10.02;12.26;8.49;6.88;8.32;7.16;5.29;4.68;5.14;5.96;17.36
Price/Book;0.89;1.83;2.69;2.60;1.95;2.18;2.14;1.56;1.48;2.31;5.17;1.88;4.27
Price/Forward Earnings;8.18;11.52;16.78;18.69;13.59;—;—;—;—;—;—;14.34;—
PEG Ratio;0.53;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.83;2.12;3.70;5.16;7.31;5.88;4.18;7.51;-1.01;-61.66;-9.81;-11.25;—
Enterprise Value (Bil);0.75;1.06;1.37;1.58;1.29;1.43;1.62;1.65;2.18;1.68;1.97;1.60;—
Enterprise Value/EBIT;15.45;24.08;15.55;12.77;10.25;10.67;15.43;12.21;150.43;—;13.45;54.15;—
Enterprise Value/EBITDA;7.06;10.68;9.55;8.95;7.27;7.63;9.61;8.40;26.94;—;60.14;21.87;—
