Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.49;2.62;2.94;3.36;3.37;3.36;3.55;4.02;4.14;4.63;4.27;3.99;3.01
Price/Earnings;22.82;21.87;24.46;27.36;28.01;25.47;28.83;20.05;28.83;28.23;27.35;26.85;25.53
Price/Cash Flow;14.52;14.60;16.02;20.57;21.11;16.82;22.13;20.00;21.84;21.01;24.84;20.88;17.03
Price/Book;3.12;3.61;4.13;5.03;5.38;5.29;6.36;6.90;6.75;6.67;6.43;6.55;4.19
Price/Forward Earnings;18.98;18.98;20.83;23.98;24.10;23.26;23.64;26.81;26.25;28.41;27.86;26.59;—
PEG Ratio;1.62;1.83;2.12;2.54;2.96;2.47;2.58;2.79;3.27;3.37;3.72;3.13;—
Earnings Yield %;4.38;4.57;4.09;3.65;3.57;3.93;3.47;4.99;3.47;3.54;3.66;3.92;—
Enterprise Value (Bil);6.52;7.99;9.57;11.19;11.80;12.13;14.72;18.15;19.33;22.67;22.62;17.55;—
Enterprise Value/EBIT;14.15;14.37;15.53;17.73;17.87;16.62;20.90;22.12;22.81;21.80;22.09;21.09;—
Enterprise Value/EBITDA;12.15;12.46;13.48;15.51;15.53;14.53;17.88;18.91;19.08;18.50;18.51;17.97;—
