Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.36;0.62;0.59;0.35;0.26;0.37;0.58;0.40;0.44;0.53;0.40;1.50
Price/Earnings;18.43;7.77;13.81;12.40;8.03;161.33;12.31;17.69;16.83;24.33;116.80;41.28;24.83
Price/Cash Flow;4.15;2.60;4.34;3.54;2.50;1.46;2.70;2.70;2.17;2.67;2.83;2.26;11.13
Price/Book;1.10;1.00;1.43;1.06;0.72;0.59;0.77;0.94;0.68;0.89;0.81;0.74;1.87
Price/Forward Earnings;9.06;6.12;11.42;10.38;7.82;8.86;13.64;17.79;11.96;20.45;19.80;15.54;—
PEG Ratio;1.23;0.88;5.60;6.00;—;—;—;1.45;1.54;—;2.45;—;—
Earnings Yield %;5.43;12.88;7.24;8.06;12.45;0.62;8.12;5.65;5.94;4.11;0.86;6.54;—
Enterprise Value (Bil);10.92;59.30;76.04;68.31;57.91;51.12;56.88;73.75;64.73;70.29;74.23;62.16;—
Enterprise Value/EBIT;1.28;5.77;7.24;6.29;6.07;9.06;6.68;10.30;9.20;12.31;12.08;9.05;—
Enterprise Value/EBITDA;0.66;3.04;3.68;3.47;3.00;3.07;3.08;4.16;3.50;3.90;3.82;3.41;—
