Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.06;1.80;3.51;4.97;4.18;3.24;2.93;1.99;0.75;0.49;0.99;1.83;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;35.00;10.21;19.36;32.84;27.31;19.98;18.03;—;—;—;15.14;44.97;17.36
Price/Book;4.10;2.51;4.90;9.64;4.14;3.12;4.15;1.51;1.31;0.78;1.80;2.01;4.27
Price/Forward Earnings;18.98;27.86;37.17;28.90;25.91;19.38;—;—;—;—;—;24.12;—
PEG Ratio;0.75;1.99;1.16;0.78;1.23;1.49;—;—;—;—;—;—;—
Earnings Yield %;-1.89;-2.54;-0.38;-0.47;-0.90;-0.57;-0.63;-24.74;-113.36;-26.51;-19.92;-50.75;—
Enterprise Value (Bil);0.68;0.44;0.95;1.57;1.49;1.12;1.52;0.98;0.53;0.40;0.41;0.82;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-6.16;-3.84;—
Enterprise Value/EBITDA;115.67;23.39;39.93;95.88;93.57;34.78;47.32;—;—;18.93;60.74;50.78;—
