Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.77;3.19;6.28;6.56;4.23;3.50;3.69;2.05;4.30;7.91;10.72;4.30;1.76
Price/Earnings;18.32;24.32;92.04;68.03;30.67;—;103.87;53.18;—;117.63;92.80;148.83;17.62
Price/Cash Flow;158.95;16.65;35.85;105.07;76.11;37.89;116.16;32.51;29.99;111.10;138.31;103.88;9.46
Price/Book;6.86;6.06;10.47;12.38;7.17;5.59;6.63;2.45;4.93;7.91;12.17;5.93;2.05
Price/Forward Earnings;16.13;—;—;—;—;—;—;—;—;—;92.59;—;—
PEG Ratio;0.78;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.46;—;—;—;—;-2,664.96;0.96;—;—;—;1.08;-221.31;—
Enterprise Value (Bil);2.36;—;—;—;—;5.54;6.75;—;—;—;40.55;10.26;—
Enterprise Value/EBIT;12.95;—;—;—;—;30.47;78.17;—;—;—;82.15;89.39;—
Enterprise Value/EBITDA;11.25;—;—;—;—;20.40;34.66;—;—;—;52.44;32.15;—
