Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.45;0.90;0.98;0.99;0.87;0.99;0.49;0.26;0.37;0.43;0.60;1.50
Price/Earnings;—;—;—;50.31;11.35;20.09;24.44;10.73;6.78;—;6.19;15.41;24.83
Price/Cash Flow;2.60;3.22;5.00;170.69;26.14;9.58;13.00;45.88;—;13.60;5.59;16.37;11.13
Price/Book;0.82;0.98;1.80;2.08;1.94;1.87;2.04;1.06;0.59;0.73;0.87;1.26;1.87
Price/Forward Earnings;14.66;15.46;23.70;12.41;10.06;9.66;11.75;6.79;12.33;67.57;23.75;15.48;—
PEG Ratio;7.33;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-29.51;-4.40;-0.01;1.99;8.81;4.98;4.09;9.32;14.75;-4.15;-13.71;6.06;—
Enterprise Value (Mil);280.51;272.33;373.15;434.09;481.28;477.86;536.84;320.64;309.18;366.53;372.21;406.11;—
Enterprise Value/EBIT;—;—;97.30;17.95;11.40;17.53;24.69;10.44;9.93;613.95;620.26;84.15;—
Enterprise Value/EBITDA;—;22.91;17.14;11.17;8.68;12.22;15.40;7.18;6.17;17.27;31.24;11.74;—
