Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.45;2.66;3.40;3.89;3.80;4.13;3.90;4.95;5.14;4.40;4.16;4.43;3.07
Price/Earnings;27.52;18.95;33.59;30.86;14.20;30.04;54.11;61.13;25.41;18.06;28.38;41.27;25.84
Price/Cash Flow;9.22;12.57;14.50;13.89;21.54;15.14;25.60;18.21;19.31;18.86;17.61;19.06;17.36
Price/Book;2.08;2.34;3.09;3.56;3.22;3.70;3.97;6.11;8.60;7.09;7.39;6.04;4.27
Price/Forward Earnings;9.81;11.00;14.41;16.29;14.10;15.29;14.16;16.05;16.00;12.66;12.42;14.93;—
PEG Ratio;2.09;—;40.04;4.50;3.62;3.41;3.59;2.35;1.42;1.25;1.63;2.39;—
Earnings Yield %;3.63;4.89;2.98;3.24;7.04;3.33;1.85;1.64;3.94;5.54;3.52;3.21;—
Enterprise Value (Bil);117.48;128.34;154.98;174.67;161.48;174.39;169.10;211.40;248.99;228.36;223.29;204.05;—
Enterprise Value/EBIT;20.31;13.58;24.05;23.40;9.46;23.21;41.96;24.20;20.49;15.84;24.18;24.13;—
Enterprise Value/EBITDA;8.89;7.81;11.80;12.02;6.89;13.05;19.45;15.91;15.69;12.63;17.22;16.63;—
