Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.76;0.83;0.83;0.22;0.27;0.56;0.28;0.30;0.29;0.40;0.34;3.07
Price/Earnings;12.74;30.17;16.95;18.68;—;—;—;20.65;—;3.32;7.91;20.39;25.84
Price/Cash Flow;7.97;16.80;107.66;8.19;4.58;2.57;8.29;4.88;12.07;5.48;6.23;8.13;17.36
Price/Book;0.96;1.53;1.56;1.49;0.50;0.79;1.95;1.06;1.46;0.92;1.11;1.27;4.27
Price/Forward Earnings;10.28;11.75;13.11;14.95;11.88;—;—;—;—;—;—;—;—
PEG Ratio;0.93;1.18;1.31;1.49;1.19;—;—;—;—;—;—;—;—
Earnings Yield %;7.85;3.31;5.90;5.35;-29.80;-69.85;-13.26;4.84;-12.54;30.17;12.64;-15.25;—
Enterprise Value (Mil);230.20;339.49;385.87;411.33;313.91;273.32;384.02;231.70;269.71;212.85;241.37;277.90;—
Enterprise Value/EBIT;6.44;13.93;8.79;9.93;—;—;43.58;11.94;—;18.81;14.83;3.58;—
Enterprise Value/EBITDA;4.85;9.09;7.10;7.68;—;—;13.34;6.05;67.01;7.57;8.06;3.60;—
