Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.78;0.72;1.03;1.09;1.28;0.94;0.71;0.19;0.12;0.51;0.92;0.51;2.06
Price/Earnings;10.21;20.00;41.92;49.13;24.78;16.10;15.40;8.37;—;—;25.87;16.25;31.62
Price/Cash Flow;9.21;11.42;15.39;18.20;13.04;11.64;8.56;5.04;2,750.54;29.38;4.73;752.37;17.41
Price/Book;4.90;5.16;6.25;6.02;7.00;5.04;3.78;1.13;1.17;37.18;13.38;7.82;2.50
Price/Forward Earnings;10.00;9.26;19.69;15.48;—;12.17;15.38;-35.97;—;—;—;13.27;—
PEG Ratio;1.00;0.93;1.97;1.55;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.80;5.00;2.39;2.04;—;6.21;6.50;11.94;-37.69;-4.42;3.87;-5.23;—
Enterprise Value (Mil);291.52;294.93;374.07;365.48;—;353.77;268.90;78.85;71.18;166.30;234.88;193.01;—
Enterprise Value/EBIT;7.24;12.34;22.75;34.25;—;11.00;10.27;5.43;—;—;18.58;13.37;—
Enterprise Value/EBITDA;6.01;7.70;12.23;18.22;—;8.30;7.20;2.88;—;7.83;7.02;7.26;—
