Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.25;0.27;0.27;0.22;0.23;0.29;0.24;0.21;0.31;0.26;0.32;0.25;3.07
Price/Earnings;69.78;10.10;13.34;58.76;15.25;7.87;109.82;—;—;4.40;3.77;30.57;25.84
Price/Cash Flow;—;3.90;11.63;9.85;8.20;5.87;8.64;3.85;4.08;2.17;2.58;9.39;17.36
Price/Book;0.89;0.91;0.93;0.76;0.80;0.96;0.70;0.66;0.91;0.84;0.82;0.76;4.27
Price/Forward Earnings;12.00;4.30;4.90;—;—;—;—;—;—;—;40.65;—;—
PEG Ratio;1.50;0.54;0.61;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.43;9.90;7.49;1.70;6.56;12.71;0.91;-8.11;-5.79;22.71;26.56;4.23;—
Enterprise Value (Mil);633.33;589.42;658.84;638.02;628.91;769.88;734.46;651.40;712.41;599.52;583.55;660.71;—
Enterprise Value/EBIT;45.47;9.49;15.33;44.87;17.76;9.07;48.39;—;—;5.11;3.51;25.90;—
Enterprise Value/EBITDA;17.28;6.92;9.91;17.26;11.11;7.12;16.95;32.41;43.69;4.01;2.94;22.00;—
