Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.55;0.92;1.38;1.43;1.66;1.91;2.33;2.32;2.58;2.94;3.47;2.45;3.07
Price/Earnings;18.34;19.97;25.09;24.07;25.65;27.16;29.33;27.63;26.15;29.55;31.07;27.84;25.84
Price/Cash Flow;13.04;12.19;19.49;27.95;21.27;20.60;25.13;21.30;24.95;14.78;19.19;21.93;17.36
Price/Book;3.44;5.31;8.69;8.47;57.53;276.57;271.25;—;—;—;166.98;315.20;4.27
Price/Forward Earnings;14.01;14.27;18.87;17.79;19.08;19.61;22.83;17.86;20.88;24.57;28.99;22.40;—
PEG Ratio;1.12;0.50;0.86;1.01;1.02;—;1.85;1.27;2.32;4.02;2.74;—;—
Earnings Yield %;5.45;5.01;3.99;4.15;3.90;3.68;3.41;3.62;3.82;3.38;3.22;3.63;—
Enterprise Value (Bil);2.18;2.97;4.57;4.79;6.46;7.60;9.76;9.80;10.99;11.66;14.40;10.18;—
Enterprise Value/EBIT;13.63;13.48;16.61;15.15;17.83;19.81;21.21;19.76;21.18;23.82;26.08;21.12;—
Enterprise Value/EBITDA;9.97;10.77;13.75;12.70;15.22;17.15;18.66;17.45;18.67;20.72;23.11;18.54;—
