Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.92;0.75;0.97;0.78;0.48;0.93;0.69;0.51;0.73;0.61;0.60;0.64;3.07
Price/Earnings;21.78;15.24;23.23;22.72;—;47.06;10.91;—;9.55;—;33.35;34.79;25.84
Price/Cash Flow;10.93;7.96;12.01;10.62;9.36;10.42;9.32;4.10;8.15;5.82;6.46;7.27;17.36
Price/Book;1.61;1.76;2.47;1.76;1.58;2.49;1.70;1.60;1.87;1.93;3.87;1.93;4.27
Price/Forward Earnings;14.06;12.59;14.75;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.52;1.19;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.59;6.56;4.30;4.40;-2.94;2.13;9.17;-3.72;10.47;-5.87;3.00;3.07;—
Enterprise Value (Bil);0.60;0.73;1.02;0.82;0.53;0.85;0.78;0.58;0.80;0.55;0.59;0.67;—
Enterprise Value/EBIT;13.78;11.28;16.34;15.75;—;38.22;10.47;—;8.07;—;33.71;-1.45;—
Enterprise Value/EBITDA;6.91;6.42;9.54;8.73;15.76;15.74;6.93;—;5.82;97.46;11.77;22.71;—
