Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.53;0.45;0.55;0.56;0.54;0.63;0.62;0.73;0.57;0.41;0.50;0.58;3.01
Price/Earnings;12.33;29.52;26.58;—;14.15;67.14;—;8.99;23.99;9.72;12.50;27.84;25.53
Price/Cash Flow;2.03;2.18;3.59;4.97;4.52;4.56;4.03;3.82;2.74;1.64;1.97;3.29;17.03
Price/Book;0.65;0.60;0.68;0.69;0.68;0.77;0.77;0.82;0.63;0.44;0.54;0.66;4.19
Price/Forward Earnings;13.74;12.41;49.75;-44.64;43.10;57.80;69.44;—;—;—;—;54.62;—
PEG Ratio;—;—;6.11;—;—;—;7.72;—;—;—;—;—;—
Earnings Yield %;8.11;3.39;3.76;-4.59;7.07;1.49;-4.53;11.12;4.17;10.29;8.00;4.61;—
Enterprise Value (Bil);3.27;3.26;3.77;3.83;4.18;4.64;4.66;5.09;5.54;5.08;7.04;5.11;—
Enterprise Value/EBIT;6.78;11.52;10.99;—;7.72;17.82;202.82;13.08;14.40;11.50;14.42;33.59;—
Enterprise Value/EBITDA;2.61;2.97;2.87;4.35;3.05;4.17;5.37;4.03;4.25;3.73;5.08;4.36;—
