Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.39;1.34;1.31;1.50;1.49;1.83;2.22;1.93;2.34;1.98;1.92;2.05;3.01
Price/Earnings;16.72;14.39;15.75;15.57;17.23;18.19;21.40;15.29;21.34;17.84;21.32;19.00;25.53
Price/Cash Flow;5.11;6.29;7.40;6.34;5.77;6.46;7.79;8.71;9.63;9.51;11.73;8.38;17.03
Price/Book;1.56;1.37;1.33;1.52;1.44;1.58;1.74;1.54;1.68;1.34;1.34;1.58;4.19
Price/Forward Earnings;16.69;12.06;12.38;16.89;15.80;17.64;19.96;17.67;19.92;16.13;16.95;18.54;—
PEG Ratio;4.36;4.37;10.49;8.94;6.72;6.50;4.92;3.11;3.55;4.74;3.69;4.54;—
Earnings Yield %;5.98;6.95;6.35;6.42;5.80;5.50;4.67;6.54;4.69;5.60;4.69;5.35;—
Enterprise Value (Bil);28.84;27.18;27.94;31.74;32.18;36.99;41.97;42.30;51.64;48.48;50.19;44.28;—
Enterprise Value/EBIT;12.57;11.59;12.52;12.77;14.00;14.46;15.87;16.66;18.67;18.23;23.26;17.01;—
Enterprise Value/EBITDA;9.11;8.24;8.62;8.96;9.43;9.86;10.61;10.73;11.75;10.73;12.23;10.79;—
