Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.48;2.08;2.69;1.82;2.15;2.03;2.08;1.88;1.95;2.30;2.59;2.13;1.50
Price/Earnings;13.65;32.29;49.83;37.22;132.73;113.58;105.55;—;—;—;104.99;117.27;24.83
Price/Cash Flow;6.63;72.93;—;47.15;20.90;17.45;404.76;—;29.25;—;25.39;102.30;11.13
Price/Book;1.29;1.39;1.81;1.54;1.48;2.98;2.89;1.72;3.49;3.60;4.55;2.90;1.87
Price/Forward Earnings;—;15.95;31.15;17.04;29.59;33.56;28.41;10.95;—;—;10.88;29.12;—
PEG Ratio;—;2.66;5.20;2.84;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.33;3.10;2.01;2.69;0.75;0.88;0.95;-10.73;-1.36;-3.00;-0.92;-2.05;—
Enterprise Value (Mil);74.09;99.30;145.33;152.33;155.49;301.39;383.43;274.34;525.70;630.12;750.91;413.49;—
Enterprise Value/EBIT;6.15;15.59;26.38;21.97;45.12;57.56;64.48;—;—;—;-16.55;38.07;—
Enterprise Value/EBITDA;5.39;11.26;17.94;14.18;17.39;25.22;28.02;—;66.74;—;53.22;493.76;—
