Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;1.10;0.36;0.55;0.62;0.63;—;3.01
Price/Earnings;—;—;—;—;—;—;92.95;4,209.12;25.17;76.85;23.18;—;25.53
Price/Cash Flow;—;—;—;—;—;—;15.60;8.55;8.04;1.15;7.43;—;17.03
Price/Book;—;—;—;—;—;—;4.72;1.85;3.02;2.86;2.71;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;18.21;7.29;14.64;14.16;13.02;14.71;—
PEG Ratio;—;—;—;—;—;—;—;0.63;—;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;1.08;0.02;3.97;2.21;4.31;2.88;—
Enterprise Value (Bil);—;—;—;—;—;—;5.18;2.82;3.93;3.93;4.02;3.87;—
Enterprise Value/EBIT;—;—;—;—;—;—;22.16;16.44;17.97;23.36;17.60;19.01;—
Enterprise Value/EBITDA;—;—;—;—;—;—;15.07;9.64;11.12;13.01;11.05;12.07;—
