Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.18;3.12;3.64;4.41;4.10;5.28;6.18;4.28;4.88;3.73;4.67;4.80;3.07
Price/Earnings;—;—;—;122.92;105.08;—;113.69;26.27;19.94;6.81;7.88;62.08;25.84
Price/Cash Flow;6.70;11.10;11.71;15.13;12.17;23.05;18.84;11.08;12.24;8.57;10.75;13.92;17.36
Price/Book;0.75;1.00;1.16;1.32;1.18;1.53;1.87;1.29;1.64;1.13;1.35;1.45;4.27
Price/Forward Earnings;-50.00;24.75;22.27;11.17;—;—;—;—;—;—;—;—;—
PEG Ratio;—;—;—;2.24;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.68;-2.54;-0.64;0.81;0.95;-0.55;0.88;3.81;5.02;14.69;12.69;4.25;—
Enterprise Value (Bil);3.77;4.21;4.40;4.91;4.78;4.69;5.06;4.14;4.85;3.91;4.20;4.49;—
Enterprise Value/EBIT;33.70;38.36;34.24;30.66;31.98;54.81;42.53;24.38;21.51;10.17;11.09;29.62;—
Enterprise Value/EBITDA;11.31;13.66;13.27;13.42;13.25;16.33;16.94;11.92;11.36;6.73;7.57;12.52;—
