Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.13;0.21;0.28;0.34;0.16;0.03;0.03;0.02;0.02;0.07;0.16;0.05;3.07
Price/Earnings;5.47;10.39;20.67;185.93;7.67;—;—;—;—;—;4.21;4.79;25.84
Price/Cash Flow;1.44;2.16;3.87;4.50;1.93;0.56;0.50;0.53;13.16;0.37;0.84;1.81;17.36
Price/Book;0.67;1.03;1.25;1.62;0.71;0.35;0.40;—;—;—;0.56;0.55;4.27
Price/Forward Earnings;4.94;6.86;9.16;13.18;6.56;5.53;-4.39;-1.66;-1.90;-8.95;67.57;24.50;—
PEG Ratio;0.54;0.34;0.46;0.66;0.33;0.55;—;—;—;—;—;0.63;—
Earnings Yield %;18.28;9.63;4.84;0.54;13.04;-252.95;-136.62;-782.27;-192.07;-20.59;23.77;-222.83;—
Enterprise Value (Bil);10.16;11.98;13.14;23.08;19.69;15.82;13.84;13.56;14.42;12.67;13.40;14.29;—
Enterprise Value/EBIT;8.62;10.63;13.38;22.22;11.58;—;41.69;—;39.84;13.21;8.33;26.84;—
Enterprise Value/EBITDA;5.55;6.47;7.49;10.79;6.87;34.18;11.00;—;14.61;8.26;6.20;56.61;—
