Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.46;2.06;3.12;2.78;1.95;2.63;3.34;2.41;2.99;2.25;2.23;2.67;3.07
Price/Earnings;19.05;18.41;24.53;30.01;19.34;28.28;38.90;17.10;21.05;22.35;19.74;24.53;25.84
Price/Cash Flow;13.26;11.03;15.48;14.16;8.02;10.17;17.24;10.74;11.72;8.70;8.08;11.48;17.36
Price/Book;3.51;3.82;5.03;5.20;2.91;3.43;3.62;2.52;2.57;2.02;1.92;2.73;4.27
Price/Forward Earnings;18.32;16.00;21.79;25.06;19.53;26.46;29.94;19.46;21.41;16.50;17.61;23.73;—
PEG Ratio;1.85;4.68;6.37;1.77;8.10;7.73;2.22;—;—;—;—;5.09;—
Earnings Yield %;5.25;5.43;4.08;3.33;5.17;3.54;2.57;5.85;4.75;4.48;5.07;4.26;—
Enterprise Value (Bil);1.09;0.99;1.55;2.37;1.37;1.60;1.89;1.38;1.67;1.38;1.33;1.52;—
Enterprise Value/EBIT;10.50;12.38;19.30;19.01;11.09;18.73;25.01;19.26;15.10;15.57;14.65;17.98;—
Enterprise Value/EBITDA;6.78;7.18;10.83;10.46;5.81;8.23;10.71;7.78;8.07;6.88;6.60;10.99;—
