Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.70;0.65;0.13;0.19;0.39;0.95;0.77;0.56;0.37;0.37;0.62;1.76
Price/Earnings;11.36;12.61;22.87;15.77;—;—;—;—;—;—;6.93;6.92;17.62
Price/Cash Flow;2.69;58.48;11.09;1.85;—;8.97;—;15.05;—;7.31;3.73;11.95;9.46
Price/Book;1.66;2.69;2.38;0.63;0.41;0.80;0.82;0.75;0.62;0.49;0.48;0.65;2.05
Price/Forward Earnings;9.64;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.74;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.80;—;—;—;—;-45.12;-37.44;—;—;—;-10.40;-30.52;—
Enterprise Value (Bil);20.56;—;—;—;—;9.43;6.80;—;—;—;3.60;5.71;—
Enterprise Value/EBIT;7.39;—;—;—;—;—;—;—;—;—;31.59;-0.64;—
Enterprise Value/EBITDA;5.63;—;—;—;—;—;—;—;—;—;9.07;1.06;—
