Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.29;0.22;0.21;0.20;0.13;0.16;—;—;—;0.14;0.19;1.50
Price/Earnings;6.40;—;—;39.52;—;—;—;—;—;—;—;40.98;24.83
Price/Cash Flow;24.21;8.08;5.72;6.92;3.79;1.29;1.46;—;—;—;1.24;5.00;11.13
Price/Book;0.64;0.68;0.62;0.66;0.66;0.47;0.54;—;—;—;0.46;0.60;1.87
Price/Forward Earnings;9.41;10.52;8.53;—;—;—;—;—;—;—;8.53;—;—
PEG Ratio;—;1.22;0.99;—;—;—;—;—;—;—;0.99;—;—
Earnings Yield %;15.61;-9.26;-31.73;2.53;-3.36;-25.28;-0.58;—;—;—;-0.68;-8.61;—
Enterprise Value (Mil);81.88;82.88;79.28;87.05;90.64;79.42;74.30;—;—;—;71.00;83.36;—
Enterprise Value/EBIT;10.19;—;—;16.42;14.05;—;47.06;—;—;—;44.96;17.08;—
Enterprise Value/EBITDA;5.37;12.84;36.20;6.72;6.32;15.24;7.39;—;—;—;7.06;10.80;—
