Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.93;1.09;1.59;2.18;2.57;2.58;3.06;3.33;3.78;5.78;7.88;3.82;1.50
Price/Earnings;9.53;3.58;4.74;45.51;29.85;31.36;30.47;33.33;38.09;69.48;94.19;41.23;24.83
Price/Cash Flow;—;2.14;3.17;28.64;46.78;20.92;32.12;34.49;44.67;53.82;62.97;37.93;11.13
Price/Book;1.61;1.48;2.14;1.83;1.96;2.53;3.33;3.43;3.98;4.70;6.35;3.75;1.87
Price/Forward Earnings;10.10;14.14;19.23;23.87;22.27;—;—;—;32.15;58.48;80.00;—;—
PEG Ratio;4.04;1.40;1.91;2.36;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.49;27.94;21.11;2.20;3.35;3.19;3.28;3.00;2.63;1.44;1.06;2.68;—
Enterprise Value (Bil);0.31;0.30;0.57;0.45;0.63;0.85;1.22;1.31;1.62;2.08;2.92;1.48;—
Enterprise Value/EBIT;6.53;1.43;2.39;22.62;18.12;17.21;19.47;20.54;22.86;44.14;62.53;25.48;—
Enterprise Value/EBITDA;4.78;1.27;2.30;17.90;13.21;14.30;15.68;17.12;20.70;31.90;44.50;20.69;—
