Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.16;2.08;3.35;2.57;1.40;2.60;2.37;2.47;2.59;1.62;1.41;2.20;3.01
Price/Earnings;18.86;26.35;27.08;28.21;13.67;69.22;43.60;—;—;101.20;57.58;53.98;25.53
Price/Cash Flow;—;14.35;34.89;15.00;31.07;15.13;20.46;17.56;232.55;167.91;24.77;48.79;17.03
Price/Book;2.70;2.18;3.66;2.59;1.42;1.97;1.80;2.13;2.20;1.57;1.51;1.85;4.19
Price/Forward Earnings;16.37;20.24;21.88;—;—;—;—;—;21.46;28.41;26.60;—;—
PEG Ratio;0.60;0.81;0.87;—;—;—;—;—;0.61;0.81;—;—;—
Earnings Yield %;5.30;3.79;3.69;3.55;7.31;1.44;2.29;-3.02;-1.46;0.99;1.74;0.11;—
Enterprise Value (Mil);185.05;139.99;310.86;226.73;103.36;149.35;132.56;145.66;142.89;83.81;82.89;119.76;—
Enterprise Value/EBIT;10.20;12.58;16.27;14.97;5.66;35.76;20.27;—;—;41.95;25.29;16.59;—
Enterprise Value/EBITDA;9.19;10.56;14.63;13.03;5.01;22.86;15.04;—;—;21.23;15.87;14.32;—
