Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.46;2.37;2.88;2.73;3.07;2.54;3.89;3.51;5.00;6.99;7.94;4.39;3.07
Price/Earnings;28.58;25.47;29.19;26.37;28.87;26.11;34.39;41.30;40.58;159.40;84.23;53.24;25.84
Price/Cash Flow;21.92;20.23;21.52;18.26;18.51;17.60;23.26;20.59;30.90;34.75;37.52;25.40;17.36
Price/Book;8.74;7.42;8.13;7.64;9.32;7.66;9.90;10.69;16.39;21.54;20.82;13.19;4.27
Price/Forward Earnings;21.51;19.88;25.13;23.75;28.41;22.57;30.58;27.40;34.97;52.36;44.05;32.41;—
PEG Ratio;2.29;1.92;2.43;2.30;2.67;2.22;2.78;2.74;3.35;4.02;2.99;2.90;—
Earnings Yield %;3.50;3.93;3.43;3.79;3.46;3.83;2.91;2.42;2.46;0.63;1.19;2.38;—
Enterprise Value (Bil);22.13;23.19;29.24;28.81;33.52;29.34;48.96;48.63;78.07;100.36;117.25;61.30;—
Enterprise Value/EBIT;18.10;16.29;19.30;16.69;19.40;18.41;26.10;22.15;30.44;88.73;63.17;34.44;—
Enterprise Value/EBITDA;14.58;13.36;15.69;13.57;15.71;14.55;20.74;17.81;24.92;57.18;46.99;25.84;—
