Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.73;0.75;0.84;0.89;0.93;1.15;1.30;1.05;1.33;1.60;1.91;1.34;3.01
Price/Earnings;24.69;30.18;29.38;25.85;24.20;29.27;31.20;21.02;27.30;33.41;36.60;29.24;25.53
Price/Cash Flow;—;14.92;19.34;24.57;18.72;18.01;17.59;25.35;20.87;15.55;21.77;20.14;17.03
Price/Book;2.69;3.46;3.98;4.25;4.33;5.07;6.02;3.81;4.77;5.87;7.29;5.17;4.19
Price/Forward Earnings;20.83;19.08;21.93;21.23;20.92;25.58;25.45;19.88;25.77;30.86;32.89;26.75;—
PEG Ratio;1.12;1.20;1.38;1.73;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.07;3.60;3.40;3.87;4.13;3.42;3.21;4.76;3.66;2.99;2.73;3.49;—
Enterprise Value (Bil);2.27;2.83;3.59;4.08;4.42;5.45;6.29;5.24;7.17;8.91;11.03;6.74;—
Enterprise Value/EBIT;12.03;12.57;13.59;13.89;13.23;15.95;17.94;13.98;19.19;23.24;25.20;18.43;—
Enterprise Value/EBITDA;11.33;11.74;12.73;13.10;12.52;15.06;16.91;13.20;18.05;21.77;23.77;17.61;—
