Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;2.05;2.51;3.05;2.80;3.25;2.88;4.16;4.00;4.72;3.44;3.07
Price/Earnings;—;—;52.52;33.60;54.03;27.47;22.60;24.53;26.00;35.92;30.71;28.35;25.84
Price/Cash Flow;—;—;18.50;22.28;30.50;20.00;20.76;17.46;24.74;21.75;22.65;20.93;17.36
Price/Book;—;—;3.35;—;436.40;40.17;20.60;12.64;16.86;12.88;17.34;22.80;4.27
Price/Forward Earnings;—;—;—;18.87;19.72;17.12;—;15.95;22.94;23.92;27.47;20.85;—
PEG Ratio;—;—;—;1.08;1.36;—;—;1.55;2.78;3.58;3.51;2.55;—
Earnings Yield %;—;—;1.90;2.98;1.85;3.64;4.42;4.08;3.85;2.78;3.26;3.62;—
Enterprise Value (Bil);—;—;3.88;6.34;7.79;7.40;8.67;8.81;12.74;11.62;13.65;9.94;—
Enterprise Value/EBIT;—;—;16.13;17.95;34.53;20.97;18.63;16.85;22.71;28.37;25.93;21.97;—
Enterprise Value/EBITDA;—;—;13.57;15.79;28.29;17.65;16.31;14.55;19.78;23.70;22.42;18.77;—
