Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.83;0.73;1.02;0.76;0.57;0.82;1.46;0.86;1.01;1.28;1.69;1.09;3.01
Price/Earnings;23.30;11.30;13.17;6.92;5.18;8.93;24.97;4.76;20.32;1,319.50;1,536.00;103.54;25.53
Price/Cash Flow;17.01;5.26;6.46;7.03;3.31;3.75;7.18;5.22;13.07;4.55;5.52;10.73;17.03
Price/Book;1.34;1.38;1.62;1.50;1.06;1.09;1.42;0.64;1.26;1.61;1.71;1.18;4.19
Price/Forward Earnings;12.71;9.08;8.58;6.67;7.02;18.52;30.49;15.77;17.73;34.25;44.05;24.48;—
PEG Ratio;1.15;0.83;0.78;0.61;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.29;8.85;7.59;14.44;19.32;11.20;4.00;21.03;4.92;0.08;-9.70;7.44;—
Enterprise Value (Bil);5.11;5.32;6.74;7.29;6.28;6.49;7.94;5.59;7.24;7.75;7.88;6.96;—
Enterprise Value/EBIT;13.96;9.15;9.48;6.05;4.60;6.85;13.93;12.12;17.41;—;24.09;13.33;—
Enterprise Value/EBITDA;9.18;6.86;7.36;5.09;3.84;5.29;9.20;7.26;10.43;36.45;38.68;11.26;—
