Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;1.49;2.23;1.73;2.15;2.77;3.00;—;1.96
Price/Earnings;—;—;—;—;—;26.46;26.45;25.21;26.67;30.69;28.33;—;14.95
Price/Cash Flow;—;—;—;—;—;12.51;14.97;12.47;15.47;21.40;19.64;—;13.20
Price/Book;—;—;—;—;—;4.89;5.36;4.26;5.97;4.02;4.34;—;1.99
Price/Forward Earnings;—;—;—;—;—;18.52;24.57;21.23;25.13;27.17;33.67;32.10;—
PEG Ratio;—;—;—;—;—;0.97;1.40;1.78;2.12;2.81;3.06;2.58;—
Earnings Yield %;—;—;—;—;—;3.78;3.78;3.97;3.75;3.26;3.53;3.57;—
Enterprise Value (Bil);—;—;—;—;—;9.29;13.84;11.20;18.44;22.03;25.88;15.89;—
Enterprise Value/EBIT;—;—;—;—;—;14.93;17.88;14.09;21.10;34.80;26.68;21.20;—
Enterprise Value/EBITDA;—;—;—;—;—;8.98;11.84;8.99;11.91;15.68;17.99;12.40;—
