Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.60;0.88;0.90;0.86;0.96;1.09;0.84;0.79;0.92;1.31;0.93;3.01
Price/Earnings;17.95;12.58;22.28;21.16;17.15;15.56;24.50;13.49;12.15;40.96;35.74;22.26;25.53
Price/Cash Flow;6.51;7.81;24.95;8.02;11.11;16.22;12.45;9.11;16.60;11.16;11.44;12.87;17.03
Price/Book;1.56;2.25;2.90;2.54;2.45;2.32;2.54;1.95;1.87;1.93;2.53;2.18;4.19
Price/Forward Earnings;11.01;10.04;15.04;16.56;14.53;16.92;19.19;13.02;11.16;17.42;22.88;16.40;—
PEG Ratio;0.16;0.16;0.72;0.79;—;—;2.18;0.81;—;—;0.67;—;—
Earnings Yield %;5.57;7.95;4.49;4.73;5.83;6.43;4.08;7.41;8.23;2.44;2.80;5.97;—
Enterprise Value (Bil);6.69;9.30;13.03;15.08;14.65;16.20;17.90;13.41;13.30;13.12;17.18;14.80;—
Enterprise Value/EBIT;13.71;8.83;15.57;15.56;12.86;15.42;17.82;8.95;11.26;29.54;30.20;16.03;—
Enterprise Value/EBITDA;8.53;6.48;10.61;10.79;9.13;10.72;12.31;6.93;8.32;15.60;17.90;10.67;—
