Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;1.49;2.50;3.03;2.37;2.16;1.48;1.94;1.63;1.32;2.08;1.74;3.01
Price/Earnings;—;10.11;22.40;25.91;28.22;13.97;—;8.95;14.55;—;8.56;12.79;25.53
Price/Cash Flow;4.25;23.92;18.26;15.44;18.45;11.07;10.35;12.44;7.94;10.98;14.62;11.55;17.03
Price/Book;9.57;4.17;5.13;6.19;5.70;5.39;—;—;—;—;—;4.44;4.19
Price/Forward Earnings;10.41;6.02;10.88;14.35;—;—;—;—;—;—;—;—;—
PEG Ratio;0.95;0.57;1.04;1.37;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.27;9.90;4.46;3.86;3.54;7.16;-43.19;11.17;6.87;-8.21;-7.13;-1.37;—
Enterprise Value (Bil);2.39;2.62;2.88;3.20;2.91;2.69;2.21;2.49;3.14;2.70;3.12;2.68;—
Enterprise Value/EBIT;19.11;8.47;13.11;14.67;18.81;12.23;—;16.14;16.10;—;200.52;25.46;—
Enterprise Value/EBITDA;13.47;7.51;11.30;12.64;15.53;10.69;—;13.42;13.36;76.43;2,838.38;137.01;—
