Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.79;0.88;1.29;1.37;1.96;1.54;1.94;1.72;2.15;2.33;3.23;1.98;1.45
Price/Earnings;19.21;19.41;29.75;25.26;31.60;20.00;25.02;22.83;27.84;30.40;39.58;25.45;20.35
Price/Cash Flow;16.12;9.92;16.41;16.53;18.59;13.67;26.63;22.35;19.94;15.16;23.16;19.44;9.77
Price/Book;1.59;1.74;2.78;2.69;3.67;3.47;4.38;4.10;5.23;4.85;6.24;4.45;1.85
Price/Forward Earnings;15.13;16.47;21.88;18.83;20.83;16.98;20.28;17.73;24.15;25.25;29.67;22.64;—
PEG Ratio;0.60;2.73;3.62;3.11;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.20;5.15;3.36;3.96;3.16;5.00;4.00;4.38;3.59;3.29;2.53;4.09;—
Enterprise Value (Bil);1.26;1.58;2.45;2.57;4.85;4.99;7.00;7.47;10.74;11.04;15.03;8.49;—
Enterprise Value/EBIT;16.42;14.96;22.85;19.91;26.70;16.58;20.73;19.71;23.45;24.44;31.06;21.13;—
Enterprise Value/EBITDA;10.61;10.61;16.14;14.85;20.61;13.29;16.77;16.05;18.55;18.66;23.88;16.80;—
