Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;2.51;4.52;4.91;5.03;4.31;6.54;6.28;7.77;8.62;9.64;6.54;3.07
Price/Earnings;—;13.11;27.64;26.41;26.00;20.34;37.36;30.27;40.89;70.13;65.63;37.98;25.84
Price/Cash Flow;—;12.64;22.19;20.59;33.44;14.57;24.23;23.84;36.95;38.23;36.16;26.50;17.36
Price/Book;—;2.48;4.21;4.06;3.93;2.94;4.25;3.74;4.39;4.59;5.06;3.89;4.27
Price/Forward Earnings;—;12.52;19.80;22.99;23.70;19.61;29.76;24.45;30.58;34.13;41.67;29.63;—
PEG Ratio;—;0.96;1.52;2.13;1.83;1.89;3.07;2.22;2.78;3.40;2.47;2.70;—
Earnings Yield %;—;7.63;3.62;3.79;3.85;4.92;2.68;3.30;2.45;1.43;1.52;3.00;—
Enterprise Value (Bil);—;1.03;1.67;1.95;2.41;2.12;3.62;3.89;5.60;6.09;7.47;4.15;—
Enterprise Value/EBIT;—;9.05;14.24;14.05;15.58;12.13;24.17;21.56;33.73;59.38;52.94;28.10;—
Enterprise Value/EBITDA;—;7.81;12.27;12.18;13.54;10.45;18.03;17.81;25.85;37.47;36.17;20.80;—
