Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.73;1.60;1.25;1.38;0.86;0.90;1.17;0.81;0.93;1.36;1.61;0.99;3.01
Price/Earnings;23.32;19.10;17.87;26.50;12.52;49.17;26.66;20.60;18.58;23.06;18.67;23.58;25.53
Price/Cash Flow;16.19;14.84;12.73;11.02;8.06;8.98;8.91;9.20;8.26;8.21;10.28;8.73;17.03
Price/Book;11.11;7.55;5.12;5.78;3.99;5.58;13.99;—;—;—;27.99;11.61;4.19
Price/Forward Earnings;17.18;13.83;14.16;19.72;14.97;15.58;24.75;13.79;17.57;27.25;18.38;20.70;—
PEG Ratio;0.95;0.71;0.73;1.01;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.29;5.24;5.60;3.77;7.99;2.03;3.75;4.85;5.38;4.34;5.36;4.88;—
Enterprise Value (Bil);1.10;1.32;1.02;1.31;0.98;0.97;1.47;1.11;1.94;2.65;3.44;1.63;—
Enterprise Value/EBIT;13.43;11.02;10.11;15.57;7.29;31.35;16.81;14.96;16.55;18.47;16.49;17.48;—
Enterprise Value/EBITDA;11.58;9.42;7.90;10.70;5.49;11.06;9.92;8.17;10.85;12.90;12.77;10.12;—
