Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.42;0.43;0.42;0.40;0.53;0.53;—;—;—;0.52;0.46;1.45
Price/Earnings;9.55;9.72;26.55;30.60;—;138.08;65.67;—;—;—;65.03;105.33;20.35
Price/Cash Flow;6.31;7.49;10.22;9.47;228.12;10.83;13.83;—;—;—;13.70;36.62;9.77
Price/Book;1.64;1.56;1.79;1.95;4.04;4.91;2.85;—;—;—;2.82;2.99;1.85
Price/Forward Earnings;—;9.99;11.56;24.94;58.48;38.31;30.21;—;—;—;31.06;34.77;—
PEG Ratio;—;5.77;0.90;4.70;—;—;0.30;—;—;—;0.31;3.84;—
Earnings Yield %;10.48;10.28;3.77;3.27;-22.79;0.72;1.52;—;—;—;1.54;-3.94;—
Enterprise Value (Bil);43.81;42.90;42.17;31.14;30.20;27.05;24.65;—;—;—;34.09;31.14;—
Enterprise Value/EBIT;8.74;8.55;17.98;16.72;—;35.42;19.73;—;—;—;19.49;14.76;—
Enterprise Value/EBITDA;6.50;6.21;9.91;8.20;—;12.27;9.03;—;—;—;8.93;5.66;—
