Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.39;0.69;0.76;0.28;0.46;0.57;0.47;0.19;1.63;2.29;0.67;3.01
Price/Earnings;9.26;10.37;13.92;13.74;—;—;—;—;—;—;157.33;87.27;25.53
Price/Cash Flow;25.15;13.75;8.38;74.76;—;—;—;21.51;—;—;4.59;20.52;17.03
Price/Book;2.11;1.85;2.55;2.11;1.23;1.79;2.43;2.82;1.36;2.31;2.89;2.25;4.19
Price/Forward Earnings;—;—;11.71;14.37;6.93;11.44;—;9.72;—;—;9.13;9.82;—
PEG Ratio;—;—;0.78;2.39;—;—;—;—;—;—;—;—;—
Earnings Yield %;10.80;9.64;7.18;7.28;-26.08;-0.34;-2.10;-9.33;-22.03;-33.33;0.64;-24.03;—
Enterprise Value (Mil);46.58;49.74;83.08;78.14;51.58;78.62;97.32;74.95;4.41;25.55;36.45;58.92;—
Enterprise Value/EBIT;12.47;8.50;11.34;14.31;—;59.61;83.90;35.14;—;—;40.53;14.62;—
Enterprise Value/EBITDA;9.81;6.73;9.41;10.98;—;17.71;22.75;15.47;—;—;12.43;554.12;—
