Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.78;4.03;4.34;5.17;4.45;6.17;7.38;7.61;9.74;16.74;20.01;10.12;3.07
Price/Earnings;28.29;29.27;31.01;38.51;39.42;49.90;50.77;50.01;54.18;87.09;84.81;61.90;25.84
Price/Cash Flow;21.30;22.63;22.70;28.05;40.77;34.67;40.37;42.83;52.11;74.22;76.80;51.79;17.36
Price/Book;7.24;7.95;10.25;30.62;—;188.09;—;—;110.26;96.95;79.98;162.78;4.27
Price/Forward Earnings;25.06;26.04;26.11;33.56;34.13;41.49;44.05;39.53;48.54;76.34;80.65;54.49;—
PEG Ratio;1.60;2.22;2.33;2.52;—;88.17;22.94;2.29;4.02;6.09;6.72;15.07;—
Earnings Yield %;3.53;3.42;3.22;2.60;2.54;2.00;1.97;2.00;1.85;1.15;1.18;1.66;—
Enterprise Value (Bil);4.30;5.05;5.62;7.46;7.35;11.21;14.48;16.89;23.22;43.53;56.85;23.15;—
Enterprise Value/EBIT;18.42;19.09;20.75;25.84;27.25;33.29;35.85;35.45;41.99;69.56;71.21;45.53;—
Enterprise Value/EBITDA;15.32;15.93;17.24;21.57;21.86;27.18;29.81;30.13;36.34;60.48;63.43;38.86;—
