Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;4.53;2.90;9.69;8.46;—;3.01
Price/Earnings;—;—;—;—;—;—;—;22.10;16.36;—;124.09;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;22.71;13.22;—;107.99;—;17.03
Price/Book;—;—;—;—;—;—;—;4.20;2.30;4.87;5.37;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;—;12.77;13.35;94.34;117.65;—;—
PEG Ratio;—;—;—;—;—;—;—;0.95;1.25;4.87;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;4.53;6.11;-0.58;-0.72;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;2.00;1.33;2.98;3.16;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;12.25;12.81;5,966.12;6,320.86;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;11.07;10.73;126.40;485.91;—;—
