Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.69;0.72;0.81;0.66;0.55;0.76;0.76;0.52;0.70;0.66;0.87;0.67;1.50
Price/Earnings;11.48;17.38;3,112.00;12.29;10.51;11.84;14.69;6.82;12.75;14.30;14.65;11.63;24.83
Price/Cash Flow;9.64;24.99;15.20;8.95;6.12;8.27;10.15;7.55;8.98;3.67;4.34;7.80;11.13
Price/Book;1.36;1.39;1.78;1.33;1.07;1.39;1.51;0.96;1.27;1.17;1.42;1.24;1.87
Price/Forward Earnings;9.35;9.43;14.64;10.41;8.60;12.39;10.66;6.83;8.52;9.51;10.63;9.82;—
PEG Ratio;3.74;1.38;2.15;1.53;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.71;5.75;0.03;8.14;9.52;8.44;6.81;14.65;7.84;6.99;6.83;9.03;—
Enterprise Value (Bil);0.99;1.90;2.05;1.62;1.51;1.86;1.81;1.36;2.06;1.82;2.06;1.76;—
Enterprise Value/EBIT;8.32;13.86;31.70;10.58;9.57;10.07;11.42;8.00;12.30;12.26;11.67;10.53;—
Enterprise Value/EBITDA;7.28;11.44;22.15;9.07;8.18;8.79;9.81;6.98;9.20;8.01;8.08;8.41;—
