Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.45;0.62;0.60;0.43;0.55;0.51;0.89;1.28;1.64;1.77;0.95;3.07
Price/Earnings;—;—;16.49;23.74;11.39;68.35;—;49.86;27.64;—;429.83;431.74;25.84
Price/Cash Flow;2.73;2.78;3.86;5.33;3.22;2.75;3.00;3.87;5.45;5.63;6.67;4.09;17.36
Price/Book;1.45;1.74;2.18;2.20;1.79;2.66;2.24;2.90;4.21;7.80;7.52;3.68;4.27
Price/Forward Earnings;9.26;6.99;10.57;10.13;8.38;10.66;9.10;—;13.72;15.17;16.89;11.92;—
PEG Ratio;0.81;1.08;1.35;1.18;7.29;1.86;1.01;—;1.55;2.21;2.16;1.56;—
Earnings Yield %;-1.60;-11.31;6.06;4.21;8.78;1.46;-0.26;2.01;3.62;-2.27;-1.44;1.32;—
Enterprise Value (Bil);25.52;26.67;28.59;28.40;25.19;26.57;27.22;27.38;31.49;35.09;36.40;28.82;—
Enterprise Value/EBIT;9.55;14.14;8.99;11.24;9.11;12.13;14.98;9.56;13.77;34.51;31.06;15.27;—
Enterprise Value/EBITDA;6.51;8.13;6.33;7.52;6.37;7.97;9.07;6.99;9.56;16.78;16.20;9.47;—
