Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.74;0.87;0.89;0.84;1.49;2.53;1.37;2.56;3.50;3.12;2.18;2.15
Price/Earnings;6.13;—;—;125.66;42.24;189.85;31.96;11.07;22.95;37.24;26.93;44.40;16.95
Price/Cash Flow;4.37;10.29;20.60;9.99;6.55;11.11;13.09;7.22;13.86;17.50;14.44;11.85;9.81
Price/Book;0.67;1.01;1.25;1.23;1.27;2.20;3.83;2.14;3.62;4.39;3.92;3.02;1.18
Price/Forward Earnings;16.50;13.39;17.79;20.49;24.57;25.51;16.72;9.92;19.80;26.32;21.83;20.86;—
PEG Ratio;11.78;0.95;1.25;1.45;0.70;0.59;0.35;0.63;2.78;1.64;1.17;1.24;—
Earnings Yield %;16.31;-18.45;-12.52;0.80;2.37;0.53;3.13;9.03;4.36;2.69;3.71;4.08;—
Enterprise Value (Bil);3.40;3.87;4.67;5.01;5.01;9.08;15.70;10.82;21.11;26.88;27.26;16.30;—
Enterprise Value/EBIT;6.20;—;—;105.08;35.34;69.05;25.60;8.92;19.13;29.28;21.18;26.83;—
Enterprise Value/EBITDA;2.20;—;—;6.81;6.11;11.06;13.74;5.77;11.36;16.39;12.99;11.06;—
