Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.13;0.65;0.60;0.55;0.44;0.54;0.53;0.31;0.46;0.30;0.37;0.45;1.50
Price/Earnings;35.25;20.83;19.01;29.94;16.84;58.28;38.61;15.02;21.45;56.67;67.78;36.19;24.83
Price/Cash Flow;32.42;20.57;42.42;72.13;8.42;17.10;11.66;5.85;17.09;9.53;6.90;13.22;11.13
Price/Book;3.17;3.64;3.19;2.47;2.01;2.33;2.28;1.32;1.82;1.48;1.85;1.91;1.87
Price/Forward Earnings;9.63;13.07;15.80;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.47;0.76;0.91;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;2.84;4.80;5.26;3.34;5.94;1.72;2.59;6.66;4.66;1.76;-2.80;3.53;—
Enterprise Value (Mil);114.30;165.91;160.46;128.26;102.69;114.53;108.58;72.32;126.91;100.38;104.69;108.31;—
Enterprise Value/EBIT;11.99;8.04;7.85;9.33;6.08;11.85;8.00;6.42;9.80;12.25;19.22;10.00;—
Enterprise Value/EBITDA;10.11;7.01;6.90;7.71;4.78;8.46;6.17;5.07;7.29;6.69;8.76;6.99;—
