Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.56;1.40;1.88;1.72;1.99;2.03;2.34;2.25;2.65;3.19;3.15;2.52;3.07
Price/Earnings;19.61;20.05;27.12;24.31;23.82;23.85;25.30;29.86;32.57;43.46;38.89;31.23;25.84
Price/Cash Flow;13.96;10.40;14.85;15.59;13.69;15.99;14.29;22.63;15.74;17.63;16.89;17.42;17.36
Price/Book;2.57;2.28;3.04;2.94;3.92;3.55;4.03;4.25;4.75;5.06;4.86;4.42;4.27
Price/Forward Earnings;17.21;15.41;20.16;20.53;21.88;21.79;23.31;21.23;24.21;32.15;33.78;26.14;—
PEG Ratio;1.67;1.52;1.60;1.70;1.89;2.57;2.41;1.73;2.46;2.60;2.75;2.44;—
Earnings Yield %;5.10;4.99;3.69;4.11;4.20;4.19;3.95;3.35;3.07;2.30;2.57;3.32;—
Enterprise Value (Bil);3.48;3.34;4.62;4.40;4.88;5.09;5.87;6.97;8.35;9.93;10.12;7.32;—
Enterprise Value/EBIT;11.99;12.84;16.86;14.26;15.11;16.08;18.69;21.60;22.68;30.07;28.41;21.93;—
Enterprise Value/EBITDA;8.16;8.41;10.93;9.56;10.49;10.88;12.56;14.39;14.87;18.30;17.36;14.26;—
