Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.81;0.62;0.73;0.72;0.68;1.11;1.46;0.78;0.53;0.47;0.80;0.87;3.07
Price/Earnings;16.24;16.90;23.35;22.80;20.29;22.84;20.68;19.09;16.16;—;72.69;22.82;25.84
Price/Cash Flow;10.36;5.32;8.19;8.86;6.53;8.78;13.04;9.24;6.35;27.77;45.77;11.05;17.36
Price/Book;2.18;1.70;2.06;2.01;2.01;3.68;4.95;4.25;3.70;9.45;9.41;5.34;4.27
Price/Forward Earnings;13.64;11.05;16.03;18.69;16.23;17.73;18.28;—;—;62.89;20.33;17.30;—
PEG Ratio;1.14;0.96;2.00;2.34;2.03;2.22;1.83;—;—;—;—;2.03;—
Earnings Yield %;6.16;5.92;4.28;4.39;4.93;4.38;4.84;5.24;6.19;-17.07;1.38;1.20;—
Enterprise Value (Bil);1.17;0.84;1.07;1.02;0.92;1.62;2.31;1.43;1.52;1.33;1.90;1.66;—
Enterprise Value/EBIT;8.38;10.29;13.26;12.39;11.19;12.53;14.44;9.50;18.75;—;48.41;15.41;—
Enterprise Value/EBITDA;5.51;5.28;7.18;7.11;6.40;8.30;10.26;6.45;9.83;39.41;18.36;11.64;—
