Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.62;0.90;0.65;0.31;0.20;0.18;0.29;0.59;0.65;0.74;0.38;3.01
Price/Earnings;11.62;31.38;92.73;123.00;—;—;—;—;—;129.20;128.80;72.79;25.53
Price/Cash Flow;5.44;22.07;12.85;9.06;13.79;9.58;—;—;9.02;17.63;11.87;23.29;17.03
Price/Book;2.22;1.71;2.47;1.83;1.00;0.52;0.48;0.73;1.74;1.20;1.19;0.87;4.19
Price/Forward Earnings;13.59;22.37;44.44;40.16;23.92;-10.03;-4.49;-5.61;-109.89;23.09;13.89;20.59;—
PEG Ratio;17.43;1.49;4.45;4.02;—;—;—;—;—;1.54;0.93;—;—
Earnings Yield %;8.61;3.19;1.08;0.81;-8.15;-69.42;-22.50;-41.37;-6.74;0.77;-4.54;-29.63;—
Enterprise Value (Mil);225.98;162.32;249.69;197.14;100.20;-5.02;5.24;76.51;173.76;254.04;290.91;114.26;—
Enterprise Value/EBIT;4.95;12.06;36.62;25.96;—;—;8.06;—;—;—;27.32;14.39;—
Enterprise Value/EBITDA;3.21;4.42;8.62;7.02;9.27;—;0.30;—;15.16;7.58;11.13;11.59;—
