Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.23;1.63;2.56;1.86;1.26;1.96;1.85;1.36;1.85;1.33;1.81;1.65;3.07
Price/Earnings;22.55;16.59;22.82;16.61;12.07;22.47;31.81;11.55;46.87;—;51.26;30.67;25.84
Price/Cash Flow;12.19;10.58;10.55;9.64;5.96;7.42;10.74;10.96;11.59;6.42;7.68;9.76;17.36
Price/Book;2.61;2.07;2.97;2.05;1.26;1.51;1.39;1.25;1.59;1.01;1.19;1.33;4.27
Price/Forward Earnings;16.64;14.22;19.01;15.46;12.30;24.69;27.55;18.45;25.19;29.59;46.95;27.04;—
PEG Ratio;1.03;1.73;1.91;1.56;6.40;—;2.34;0.75;1.63;9.26;2.79;4.60;—
Earnings Yield %;4.43;6.03;4.38;6.02;8.29;4.45;3.14;8.65;2.13;-9.40;1.95;1.76;—
Enterprise Value (Bil);4.45;4.63;6.50;5.24;3.63;4.30;5.02;5.43;6.96;4.77;5.16;5.01;—
Enterprise Value/EBIT;16.28;12.68;15.21;11.12;8.87;15.76;24.71;42.61;33.06;—;50.90;31.57;—
Enterprise Value/EBITDA;11.46;9.07;11.05;8.22;6.09;9.13;12.44;15.50;16.10;—;16.10;28.81;—
