Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.64;0.71;0.86;0.49;0.61;0.74;0.97;0.66;0.45;0.37;0.62;0.66;2.06
Price/Earnings;16.04;19.78;27.29;12.14;20.79;24.82;380.00;47.48;21.45;365.00;35.42;118.95;31.62
Price/Cash Flow;73.17;25.47;4,549.24;7.94;10.47;11.34;40.23;—;—;4.37;6.00;19.46;17.41
Price/Book;2.67;3.35;4.23;2.31;2.54;2.72;2.86;2.06;1.63;1.34;2.03;2.14;2.50
Price/Forward Earnings;10.96;11.90;19.80;11.82;—;34.97;26.67;13.16;11.85;20.88;24.39;21.07;—
PEG Ratio;0.33;0.43;0.71;0.42;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.23;5.05;3.66;8.24;—;4.03;0.26;2.11;4.66;0.27;2.82;2.16;—
Enterprise Value (Bil);0.48;0.79;1.02;0.58;—;0.64;0.64;0.45;0.44;0.31;0.45;0.51;—
Enterprise Value/EBIT;9.80;11.31;16.45;7.16;—;12.67;52.16;21.08;13.08;21.31;15.52;23.13;—
Enterprise Value/EBITDA;9.13;10.63;15.13;6.62;—;10.85;31.10;15.68;9.01;8.38;9.03;14.92;—
