Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.04;0.94;1.48;0.93;1.02;0.98;1.19;1.08;1.13;1.32;1.91;1.12;3.01
Price/Earnings;31.33;23.18;37.35;20.22;21.71;16.66;23.72;16.26;18.22;—;12.77;18.48;25.53
Price/Cash Flow;13.54;10.43;24.67;12.59;8.55;11.10;9.62;10.13;11.91;15.74;9.54;11.25;17.03
Price/Book;3.75;3.38;5.36;3.24;3.31;2.73;3.11;2.59;2.49;2.64;3.87;2.65;4.19
Price/Forward Earnings;16.29;13.40;24.81;—;17.45;15.38;18.94;15.34;—;—;—;—;—
PEG Ratio;1.09;0.89;1.65;—;—;1.54;1.89;1.53;—;—;—;—;—
Earnings Yield %;3.19;4.31;2.68;4.94;4.61;6.00;4.22;6.15;5.49;-6.32;-0.05;3.37;—
Enterprise Value (Bil);0.85;0.89;1.48;1.05;1.12;1.15;1.33;1.23;1.61;1.40;1.85;1.31;—
Enterprise Value/EBIT;15.58;14.07;21.70;12.47;13.03;11.59;15.31;14.11;16.99;—;12.35;14.36;—
Enterprise Value/EBITDA;11.20;9.64;14.65;8.67;9.12;8.23;10.25;9.46;11.88;—;51.92;12.67;—
