Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;0.05;0.05;0.17;0.14;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;42.00;16.01;18.52;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;7.94;5.23;1.88;3.96;—;17.36
Price/Book;—;—;—;1.23;1.28;3.19;2.23;0.66;0.65;1.84;1.19;1.60;4.27
Price/Forward Earnings;—;—;—;—;—;20.16;13.42;6.29;3.74;14.35;16.47;13.14;—
PEG Ratio;—;—;—;—;—;1.01;0.84;0.39;0.31;1.19;1.37;0.91;—
Earnings Yield %;—;—;—;—;-2.03;-4.04;—;-23.10;2.38;6.24;5.40;-2.34;—
Enterprise Value (Mil);—;—;—;56.67;58.55;165.45;144.70;66.68;71.44;122.48;107.60;107.95;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;54.70;7.16;6.04;7.89;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;9.30;4.56;4.54;5.44;—;—
