Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.62;0.56;0.69;0.41;0.54;0.90;0.84;0.68;0.74;0.57;0.71;0.73;1.06
Price/Earnings;17.51;28.68;66.19;44.63;—;110.61;26.45;12.10;38.21;—;25.17;44.80;22.79
Price/Cash Flow;13.13;34.49;—;—;6.95;11.04;8.81;7.28;10.12;6.56;8.87;8.26;6.13
Price/Book;3.24;1.93;2.02;1.42;2.05;2.71;2.82;2.59;2.79;2.14;2.20;2.49;1.77
Price/Forward Earnings;18.76;20.96;23.26;—;—;20.00;22.22;12.77;13.97;14.39;15.20;19.68;—
PEG Ratio;1.63;1.41;1.56;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.71;3.49;1.51;—;—;0.90;3.78;8.26;2.62;-4.80;-1.14;2.35;—
Enterprise Value (Bil);12.15;11.45;12.07;—;—;13.96;14.65;13.34;15.17;10.39;10.42;13.02;—
Enterprise Value/EBIT;13.63;17.78;26.08;—;—;34.97;13.39;6.81;13.24;34.39;20.35;17.70;—
Enterprise Value/EBITDA;9.55;17.78;26.08;—;—;34.97;13.39;6.81;13.24;34.39;20.35;17.70;—
