Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;18.38;1.73;1.62;1.82;3.43;—;3.07
Price/Earnings;—;—;—;—;—;—;—;9.67;7.78;—;11.90;—;25.84
Price/Cash Flow;—;—;—;—;—;—;54.27;4.00;2.59;3.97;8.24;—;17.36
Price/Book;—;—;—;—;—;—;15.75;3.56;2.57;1.77;2.15;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;16.39;5.37;13.04;312.50;—;73.86;—
PEG Ratio;—;—;—;—;—;—;0.41;0.13;—;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;-0.10;10.34;12.86;-7.49;-4.25;4.25;—
Enterprise Value (Mil);—;—;—;—;—;—;945.69;569.84;610.90;310.43;404.83;553.02;—
Enterprise Value/EBIT;—;—;—;—;—;—;54.02;5.43;5.76;14.48;16.78;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;41.41;4.75;4.64;6.35;33.11;—;—
